,SBD,Toan,Van,NgoaiNgu,VatLy,HoaHoc,SinhHoc,DiemTBTuNhien,LichSu,DiaLy,GDCD,DiemTBXaHoi
0,18000001,5.80,6.00,3.00,,,,,4.50,6.75,8.75,6.67
1,18000002,5.80,4.75,3.00,,,,,5.25,6.25,8.75,6.75
2,18000003,5.80,4.50,3.20,,,,,5.00,6.50,6.25,5.92
3,18000004,3.40,5.75,2.00,,,,,1.25,6.75,9.00,5.67
4,18000005,7.80,6.25,6.40,,,,,7.75,7.25,9.25,8.08
5,18000006,7.40,5.25,3.80,4.25,7.25,5.00,5.50,,,,
6,18000007,6.60,5.50,4.80,,,,,8.75,7.50,9.25,8.50
7,18000008,2.60,4.75,,,,,,4.75,7.25,,4.00
8,18000009,6.00,6.25,3.60,,,,,6.00,7.50,8.50,7.33
9,18000010,6.20,4.50,3.60,,,,,5.50,7.75,8.50,7.25
10,18000011,5.00,4.50,,,,,,6.50,7.25,,4.58
11,18000012,7.20,6.50,4.40,,,,,2.00,6.75,8.25,5.67
12,18000013,5.60,5.75,,,,,,7.00,7.50,,4.83
13,18000014,5.40,5.00,2.20,,,,,2.75,4.50,7.75,5.00
14,18000015,6.80,6.50,5.60,,,,,6.25,7.25,9.25,7.58
15,18000016,6.60,6.50,5.60,,,,,5.00,6.75,8.75,6.83
16,18000017,3.80,7.00,2.60,,,,,5.25,6.50,7.75,6.50
17,18000018,7.60,7.25,3.80,,,,,8.00,8.25,8.75,8.33
18,18000019,6.20,7.25,1.80,,,,,7.00,7.50,9.25,7.92
19,18000020,6.60,7.50,4.80,,,,,6.00,7.00,9.75,7.58
20,18000021,5.00,7.00,2.20,,,,,6.25,8.25,9.00,7.83
21,18000022,5.40,5.75,,,,,,4.50,7.00,,3.83
22,18000023,6.20,5.75,4.20,,,,,6.00,7.75,8.75,7.50
23,18000024,3.80,5.75,,,,,,3.25,6.25,,3.17
24,18000025,5.60,5.50,3.00,,,,,5.50,7.25,9.75,7.50
25,18000026,4.20,4.75,,,,,,4.75,7.50,,4.08
26,18000027,6.60,5.00,2.60,5.00,6.00,5.75,5.58,,,,
27,18000028,9.00,6.00,4.40,,,,,9.25,7.25,8.50,8.33
28,18000029,6.00,5.50,3.60,,,,,4.25,7.75,9.00,7.00
29,18000030,6.40,5.50,4.40,,,,,5.25,8.25,8.50,7.33
30,18000031,8.60,6.00,3.60,6.50,8.25,6.00,6.92,,,,
31,18000032,3.60,5.00,,,,,,4.00,6.00,,3.33
32,18000033,7.40,6.50,5.60,,,,,5.25,7.75,7.50,6.83
33,18000034,6.20,6.50,3.60,,,,,4.00,6.75,8.75,6.50
34,18000035,6.00,6.25,2.80,,,,,7.25,7.50,8.50,7.75
35,18000036,4.80,6.00,,,,,,4.75,5.75,,3.50
36,18000037,8.00,4.50,2.60,4.00,7.00,3.00,4.67,,,,
37,18000038,8.00,6.00,3.20,7.00,7.25,6.00,6.75,,,,
38,18000039,5.20,6.25,3.60,,,,,5.00,5.50,8.50,6.33
39,18000040,8.60,7.00,3.20,7.25,8.75,6.75,7.58,,,,
40,18000041,4.00,7.50,4.20,,,,,3.75,5.25,6.50,5.17
41,18000042,5.20,4.50,2.40,,,,,4.50,6.50,8.00,6.33
42,18000043,6.20,6.25,,,,,,3.50,7.50,,3.67
43,18000044,5.20,6.00,4.40,,,,,2.25,5.75,6.50,4.83
44,18000045,5.40,5.00,3.00,,,,,4.75,5.25,6.25,5.42
45,18000046,4.80,5.50,,,,,,3.75,6.50,,3.42
46,18000047,5.80,2.50,,,,,,4.50,6.00,,3.50
47,18000048,5.00,4.50,,,,,,5.00,7.50,,4.17
48,18000049,5.20,4.00,,,,,,6.00,6.75,,4.25
49,18000050,4.20,6.25,3.40,,,,,6.00,7.00,8.25,7.08
50,18000051,6.80,6.00,4.00,,,,,8.75,8.00,8.50,8.42
51,18000052,8.40,4.00,3.80,8.50,7.50,3.75,6.58,,,,
52,18000053,4.60,4.00,,,,,,4.25,6.75,,3.67
53,18000054,4.40,6.00,2.80,,,,,3.00,6.50,7.25,5.58
54,18000055,9.60,5.75,6.80,7.75,8.75,9.00,8.50,,,,
55,18000056,8.40,5.75,7.60,6.25,6.00,6.50,6.25,,,,
56,18000057,7.80,4.75,3.60,,,,,5.00,6.00,7.00,6.00
57,18000058,5.20,6.00,,,,,,4.25,7.00,,3.75
