,SBD,Toan,Van,NgoaiNgu,VatLy,HoaHoc,SinhHoc,DiemTBTuNhien,LichSu,DiaLy,GDCD,DiemTBXaHoi
0,44000001,8.40,7.50,4.40,7.75,8.00,5.50,7.08,,,,
1,44000002,7.60,6.00,,7.00,8.25,6.25,7.17,,,,
2,44000003,7.00,5.00,4.00,4.50,4.50,5.75,4.92,,,,
3,44000004,7.20,6.75,7.40,,,,,9.25,7.50,9.25,8.67
4,44000005,7.60,7.00,9.20,,,,,8.50,8.00,9.00,8.50
5,44000006,8.40,6.75,7.40,8.25,6.75,5.75,6.92,,,,
6,44000007,7.40,6.00,6.20,,,,,4.25,7.25,8.25,6.58
7,44000008,7.60,7.50,5.60,,,,,7.50,8.00,9.25,8.25
8,44000009,8.60,7.50,9.20,8.50,7.25,7.00,7.58,,,,
9,44000010,6.00,7.00,2.80,,,,,7.25,8.50,8.75,8.17
10,44000011,4.00,6.25,,,,,,5.00,6.75,,3.92
11,44000012,2.00,6.50,,,,,,3.75,7.00,,3.58
12,44000013,9.20,7.00,8.80,9.00,9.25,7.75,8.67,,,,
13,44000014,7.40,7.50,2.80,6.50,6.25,5.75,6.17,,,,
14,44000015,6.60,7.00,3.40,,,,,4.50,6.75,8.00,6.42
15,44000016,8.40,8.00,6.00,7.25,7.75,5.75,6.92,,,,
16,44000017,7.40,8.00,7.60,,,,,7.00,7.25,9.25,7.83
17,44000018,6.60,7.00,,,,,,5.50,8.00,,4.50
18,44000019,8.60,5.50,7.60,8.75,8.50,7.25,8.17,,,,
19,44000020,9.00,7.00,5.00,8.00,8.25,6.50,7.58,,,,
20,44000021,7.20,6.75,5.20,5.00,7.75,5.25,6.00,,,,
21,44000022,6.80,8.00,4.60,,,,,5.00,6.25,9.00,6.75
22,44000023,9.00,6.00,7.20,7.75,3.75,5.50,5.67,,,,
23,44000024,7.40,6.00,3.60,5.75,6.75,4.00,5.50,,,,
24,44000025,7.00,6.50,6.20,,,,,5.50,7.50,9.00,7.33
25,44000026,7.80,6.75,6.60,7.00,7.00,7.25,7.08,,,,
26,44000027,8.80,6.75,6.00,7.50,8.00,7.75,7.75,,,,
27,44000028,7.40,7.25,4.40,7.25,6.00,5.75,6.33,,,,
28,44000029,7.80,8.25,6.80,7.25,7.75,6.00,7.00,,,,
29,44000030,6.40,8.25,6.40,,,,,6.00,7.75,8.50,7.42
30,44000031,9.60,8.25,9.40,8.50,8.25,8.00,8.25,,,,
31,44000032,7.40,9.25,8.40,,,,,9.75,8.75,9.00,9.17
32,44000033,9.00,9.00,7.40,6.50,7.50,5.00,6.33,,,,
33,44000034,5.40,7.50,,,,,,6.75,7.50,,4.75
34,44000035,7.60,7.50,7.20,,,,,5.75,8.00,9.25,7.67
35,44000036,7.40,6.50,6.20,7.50,7.75,6.75,7.33,,,,
36,44000037,5.00,4.50,,,,,,6.25,8.00,,4.75
37,44000038,8.80,7.25,7.20,5.00,9.00,9.75,7.92,,,,
38,44000039,7.00,8.25,7.00,,,,,6.75,8.75,7.75,7.75
39,44000040,7.00,7.25,3.40,4.75,6.75,5.25,5.58,,,,
